,화양동_총생활인구수,화양동_20대,화양동_30대,화양동_40대,화양동_50대,화양동_60대,화양동_70대,군자동_총생활인구수,군자동_20대,군자동_30대,군자동_40대,군자동_50대,군자동_60대,군자동_70대,중곡1동_총생활인구수,중곡1동_20대,중곡1동_30대,중곡1동_40대,중곡1동_50대,중곡1동_60대,중곡1동_70대,중곡2동_총생활인구수,중곡2동_20대,중곡2동_30대,중곡2동_40대,중곡2동_50대,중곡2동_60대,중곡2동_70대,중곡3동_총생활인구수,중곡3동_20대,중곡3동_30대,중곡3동_40대,중곡3동_50대,중곡3동_60대,중곡3동_70대,중곡4동_총생활인구수,중곡4동_20대,중곡4동_30대,중곡4동_40대,중곡4동_50대,중곡4동_60대,중곡4동_70대,능동_총생활인구수,능동_20대,능동_30대,능동_40대,능동_50대,능동_60대,능동_70대,광장동_총생활인구수,광장동_20대,광장동_30대,광장동_40대,광장동_50대,광장동_60대,광장동_70대,구의1동_총생활인구수,구의1동_20대,구의1동_30대,구의1동_40대,구의1동_50대,구의1동_60대,구의1동_70대,구의2동_총생활인구수,구의2동_20대,구의2동_30대,구의2동_40대,구의2동_50대,구의2동_60대,구의2동_70대,구의3동_총생활인구수,구의3동_20대,구의3동_30대,구의3동_40대,구의3동_50대,구의3동_60대,구의3동_70대,자양1동_총생활인구수,자양1동_20대,자양1동_30대,자양1동_40대,자양1동_50대,자양1동_60대,자양1동_70대,자양2동_총생활인구수,자양2동_20대,자양2동_30대,자양2동_40대,자양2동_50대,자양2동_60대,자양2동_70대,자양3동_총생활인구수,자양3동_20대,자양3동_30대,자양3동_40대,자양3동_50대,자양3동_60대,자양3동_70대,자양4동_총생활인구수,자양4동_20대,자양4동_30대,자양4동_40대,자양4동_50대,자양4동_60대,자양4동_70대
2019_3분기,38972.4197712052,4027.876337287933,1601.7279992334977,991.3588725765381,884.3691741677867,647.1557734416069,1110.6782794422043,18098.76950722521,1198.1340419985813,822.6352098779122,605.7757077598567,570.2210653991189,414.62225081279865,815.700399390681,14936.652618820191,583.054245045923,722.6859358083184,564.282386192503,612.0257432963709,439.4638434998506,775.091012620221,17168.94240944743,658.4743081078255,775.3868902606033,663.2804980876643,668.8995666140232,487.79696916367976,893.6502425507765,15825.018434162186,506.67197815673535,632.4753424432497,578.7878465610065,709.1700208994176,511.9449208057049,1002.080295335275,25435.027084404126,823.1820051612904,954.3235593675328,916.9685637843489,1039.435769016577,814.1941194720729,1621.8674619877538,15950.324038134708,819.1826779469087,765.710333493877,538.1858609173387,504.31264450791514,416.718852369325,773.4407383870968,36787.86533727599,1031.5157585028376,1110.1542221191758,1739.9420188821684,1296.5882578083929,864.2921736562872,1776.2509770810932,23901.357454822282,1094.4184913119773,1088.716498903823,933.7657028834378,833.9133060009708,572.1624066046893,1245.545085389785,25139.310618154122,767.7364256914576,925.8596777908452,983.8873180204599,943.7573771796596,711.7031810375598,1439.5355367413383,32590.302126108127,1234.1283932485812,1216.9656790206839,1350.9206995217294,1173.5137278151135,850.0404585883363,1620.479466752539,25976.830771096178,1238.6292805032856,1094.1086759546745,947.1475007915172,987.5549271146953,726.2985701653971,1422.1941362858422,23267.311554959673,829.3691764415322,997.2343099219684,898.5668482601553,872.9588630779571,701.7142774335425,1226.0654285080645,25891.385880061232,1019.1254914176374,1040.6150784035246,998.9006253573028,947.9741945265831,712.229810040696,1253.091390807945,29705.642220655616,1554.866934196162,1258.8705572901733,1107.4843166110365,1123.0414358243727,855.0102195060484,1463.0560914478792
2019_4분기,43373.76854099612,4694.690626214905,1736.2926591818498,1060.9659832681202,955.4608053882915,686.4142359310285,1132.5157418672839,19604.65509434837,1424.418279995644,872.5839244894963,628.651106200219,586.808768444096,422.29883887507475,844.7639016704002,16316.007921010552,646.7588153849314,790.8072023665869,617.7291800923437,676.0461555114994,482.15194004007367,828.7541907320291,18249.721150958783,702.7193110821137,830.0935893820938,697.6894047176174,710.6880845675278,524.3902735444046,926.219567288182,16278.060401795103,518.9800009129829,646.1484568813471,594.4520033909548,715.0249379650786,526.597930253883,1030.4500785556054,26463.263054810337,858.163909105685,985.4895031873507,947.6258578141178,1068.6115002312326,834.7374066129032,1676.4621357581639,17475.344133114795,968.458249932049,824.8568835900786,582.7860065368627,529.0540866967841,437.85649354316007,808.4383253728594,39337.237317090796,1064.4471193274592,1181.8712450160544,1883.3354950988153,1398.2818602079599,912.8037785335773,1776.949689652031,20687.86594249303,963.6553372544554,929.5558163201912,802.6525096482975,723.0793595262097,491.63580699136304,1081.0358626991238,25763.497505030366,785.0226941558394,949.119483944519,1037.6828154754082,960.8490958996664,734.0648162899492,1470.2668728629033,31176.390265794005,1118.7451953447332,1153.471408932945,1288.5023408742782,1170.6075931696785,840.1962419263988,1508.2238033826168,27615.191226444145,1321.881710056875,1153.4297623785344,1023.2505310278524,1053.2335985173984,763.2033991886947,1491.7397523070988,22404.51302706641,799.9767307226952,973.3631808717892,847.6706086326413,833.68475107726,664.1448547941558,1160.303415274542,26548.832748450815,1000.5726980248158,1062.4928275395757,1040.292495287485,969.0962145675279,731.896435133413,1273.0209456304758,28247.6443069544,1465.4502785002242,1205.5590644934787,1055.137913941159,1096.7769851591747,842.2052989794902,1409.9511216392873
2020_1분기,37754.95893791249,3883.9773141445744,1605.5993522451643,994.8473890163453,893.868006996972,651.2385727664226,1061.4258493063282,18979.755494982077,1237.7686081506458,901.4521994697039,629.6989426836145,597.3527744847671,437.1602748312168,874.1226674800704,17332.5852267056,713.9288567161815,836.3580705548603,650.5314797850234,691.3392298947132,506.553095419293,857.6687692474665,19212.21373756489,758.4409079505778,881.534790227954,726.535243965131,732.9731215026727,535.41135698693,943.0403284390062,16760.952674167285,565.4152706502596,672.1587183954395,616.315198935932,711.1283491383174,545.4529737818256,1003.8352445549067,27064.47836194074,908.8509299472407,1033.6653710859289,970.235940169633,1101.5399774189686,860.7213637560252,1726.802355334631,15456.776114414164,804.2058279376776,781.9811229417718,538.8492746323076,493.8489996917872,408.3080632129836,786.5240565620752,39180.251051962055,1092.9574717151,1157.4167032408695,1892.5179201431374,1404.6560418883637,908.8312398000093,1672.2040196035716,21156.78173194599,1039.8213108928903,969.0193771204116,824.8322275784822,744.2997292852397,512.8585451736498,1065.7785903712459,26331.955900129775,840.2278052160578,966.4285857074991,1063.3247942907242,999.4815274502535,753.9488348991163,1530.2762763100975,30574.882910791308,1118.44073408803,1134.8802532088123,1238.884181479808,1153.446448535796,815.4526278268291,1424.042148879156,27597.935651569645,1288.3861553964282,1183.299297827061,1044.7379352494283,1075.3459645620906,760.3605482994222,1492.5998336237792,22170.383429406127,801.9904334349122,973.1993620125758,842.9858430030281,817.9826278994407,658.3760936712088,1137.814449391299,25640.862382047955,935.3310030064268,1032.5822999571283,1029.1195314670622,954.7507159397787,714.1878152862749,1201.9351696970398,25924.32303400074,1236.7961028059726,1097.0703416952476,978.548774217881,1040.8326999571284,788.9781277654183,1366.6111005963414
2020_2분기,36047.974057722524,3853.030220583931,1525.855557626568,926.4220006634556,816.7825109852897,596.2958418339307,974.1959517577658,18914.841358839607,1304.1061495661588,896.8767860678017,614.393688234767,580.220683042488,421.00069494997007,804.8830179271207,16845.64150525836,717.956355223641,826.1438570071683,646.444418048835,653.3201439303316,485.56894014112896,839.8197418331839,18883.669161621863,765.1867581272401,876.9039209106182,711.9977051008063,704.7170736208185,509.01435215464454,931.2952521012545,16595.513481430706,570.8162732329002,683.1557134248059,619.1565056701762,692.3447973924731,524.2196013821684,1028.1648407915172,26808.28866175179,908.526523057049,1041.6084775567504,950.9188578446087,1068.8871143891877,842.803268368429,1702.603526780914,16089.147622340204,848.3805177411888,813.0692342361111,566.7900837003435,512.102783349761,414.068309958184,798.9389690957287,39859.60082101105,1110.049808496117,1192.4350184628881,1923.8879099316755,1412.7459899413827,902.992815,1682.1326214874553,24043.597325262846,1188.8817547446235,1110.6826972517174,936.2962995915473,849.4104767700866,584.78682885454,1161.040781223865,24815.399677066904,803.1528710663082,903.9235601325418,1005.8947389422789,939.8662080801972,711.4348028461022,1407.823034604988,33310.51304643817,1204.5688443996416,1287.8803652120669,1391.7124263997164,1234.3847483385605,871.4458408273596,1549.5055373977002,25942.365613484173,1303.061876602076,1125.8907193160096,983.7320641509856,971.843645062724,682.9346519608721,1277.3161539926823,21759.24272442055,793.8665476541966,953.9954367185633,827.5092678707437,799.248506154047,643.8508878266875,1111.8020604517624,24801.41672003435,976.0372209199522,1006.628187745669,992.6947999607975,905.9257008628286,675.4102592237904,1128.3812736417265,27735.911077749402,1465.3181429241338,1168.1302314732677,1020.7867839191309,1086.7341582392473,802.6746475481632,1343.4256133520012
2020_3분기,34430.48529442503,3635.800999229017,1482.0672243596925,903.6408946382168,783.1760631537485,579.0788680600358,936.1651197005675,18845.761168494628,1253.7200827176673,905.6115933437874,623.4769095090354,577.8367863463262,420.04427881645756,806.3045591472522,16561.004294275688,695.0500476041667,816.1513246300028,628.9551317719533,647.2790333034648,483.0478142323775,841.234556579301,18287.651327580646,737.7307700175478,849.5457170284499,681.44418822842,688.6407107153524,497.6596356320938,904.2236387358125,16617.805881674136,566.9576627968189,683.2752979487753,624.4263356279869,693.1638928856781,524.4325489131571,1048.456305643668,26831.623097962965,899.7162685088111,1038.7494943014487,959.8753298136947,1073.97221244885,850.8025132004182,1684.6279681675626,15599.43234945191,806.0333098618579,803.4546942383512,555.2390090494324,493.7296414725209,399.2675829024791,755.9753072416366,39593.75973338261,1121.708970977449,1195.7357657482078,1925.5313681746566,1411.7396935521208,889.9482382444743,1636.6471886939962,23446.918849396654,1138.5918536196984,1091.1211128651432,923.2390854939516,845.2059565434588,576.9000800896058,1099.4595774858124,22819.302500706388,736.8012484834229,821.5815675276284,932.666871279495,863.4678602830048,651.5237402217743,1263.8810531167862,32677.860479589304,1197.202304236858,1283.1877861368728,1388.7361328244476,1237.1256913915024,855.7515958071982,1486.1359313679807,25270.405053185485,1239.2895169044953,1106.0680476758514,968.3197675283751,961.3149441737605,684.215727942055,1230.6783407721027,21691.117131379928,776.6458623741786,947.0364617697132,830.0928386790621,797.1406949361559,647.823862295027,1120.8176686357529,24253.67291328106,939.3055116125298,979.9314341984019,970.3197132306601,897.7166015464458,666.6169355801972,1123.6358738403524,27022.857650646652,1375.501877987231,1120.230198133587,1016.1178202430556,1089.5955278894114,809.8926498215352,1328.9974240837812
2020_4분기,34123.17627051374,3580.933782617234,1501.9580653057799,921.4254522345431,791.7566250242684,572.6550914527329,905.8216877747909,19330.654534743127,1324.0570519623654,924.8860025294953,639.6649889938022,584.1417292435782,422.5761424607975,810.2735843369175,16316.496402737457,694.9709150672044,806.5892142432049,613.3048750392026,630.499228199298,472.8967053322879,822.3484987223716,17837.038911701016,707.3296295937874,839.3118137447731,661.4111270217294,674.8619766177568,485.27992371341094,874.24971702957,16725.58812846625,563.9819573196684,691.6901202874851,640.6133661435932,699.0264726751046,527.5089358572282,1059.1144711611407,26614.665432479098,893.2909214060633,1018.2339076161142,942.7095839889486,1075.6134062847223,848.4867788608871,1665.0742609094984,15540.842320721325,786.0928300123209,792.3907582601554,553.7849280395011,486.18944632653825,388.0040095683991,735.0049338776881,39152.43905536589,1078.4450073499104,1158.6425903811978,1901.9273352710572,1426.172846838411,876.2717969582586,1640.9508629062127,23791.53020975209,1128.7170578629032,1117.116674258886,950.1420817723268,844.5238013840353,586.567328651807,1092.7590156108124,22754.017654892476,744.218973665248,838.5429850268819,928.2682635715352,872.9488045400238,649.2986409602748,1233.6789461656213,32974.309003454306,1179.7655452766578,1299.9696657553015,1431.000305225881,1260.5643657698627,861.6867288963562,1489.868885196386,25511.456748575263,1279.1501407209528,1109.252245302046,976.484661328405,967.9487148304958,685.9457246546446,1197.3915352538827,21100.43762599313,738.4493682127389,925.3824621945938,821.3228872744922,784.8451182717293,637.098801609543,1078.7581112104242,24149.63762576165,913.0390271027478,983.2930089941756,972.8910768484916,903.3819367402181,659.6387977094533,1098.1243190225507,26002.762083926227,1262.3284074876792,1068.0292907541816,993.8516879917115,1068.9276716625598,791.6061280548089,1302.3906928233273
2021_1분기,32935.28894593414,3312.445874773986,1478.3390047491039,925.9738385832693,790.9017729638698,574.3423328461022,911.8217248343894,20120.349064575334,1362.2354959077381,969.8234134996638,686.0411324156745,615.6380040610599,439.6419199808788,833.5749827180939,16331.990598326292,705.6603366599462,806.306126795315,616.7612865647402,623.1303255252336,474.3298781958045,793.5931343077958,17876.03446237199,703.819210483071,832.531267485519,668.1934622207822,683.9841954101062,489.4038482866904,866.5536759584612,16628.895458614952,561.8434517833141,692.89769765625,639.8301884760625,693.7163296294963,522.7401466885881,1028.1643099598375,26690.66095482431,888.2923695704526,1027.506857404874,949.9096748551907,1089.7807011768755,864.2187931927643,1672.15621390249,15404.680590420188,757.35573828205,790.1396818776402,570.5830318972413,488.3566963521666,393.120507532082,726.7124279473886,37695.41865710925,1029.1248566984286,1099.3683761812756,1820.58595999944,1388.6612888012833,846.7585911634345,1554.3763412098376,24352.345243906806,1157.4689632544485,1148.9014162094375,991.6369284802228,858.4748020121287,594.7308453949053,1125.29144249872,22188.01130599879,729.7914262428794,837.5038470958142,903.668369499248,854.5544660926299,631.265699828789,1218.414537998432,32795.50049337398,1141.8551772997473,1261.7470756612422,1416.3015987659212,1271.7187529293876,849.022944608855,1479.1016046706989,25605.499374647978,1274.2038649293554,1122.6531778321812,988.0288313544069,989.8012691848279,694.4076289466526,1206.4602482230864,21276.832642236302,751.3633628780241,952.900979937916,831.098684721422,793.4668515280978,636.5457329593094,1099.6456715701806,24077.947223033476,906.9087203493024,993.5338290510593,969.4020272129416,895.4949739607335,660.7077943772401,1087.5037678203405,25366.764746633387,1213.120728294611,1056.5306097874266,972.0465253132201,1048.745105810772,776.0492464761743,1270.1464021841396
2021_2분기,35048.69726031362,3600.4514590453255,1525.8846946333633,954.209080219534,827.0166411491936,580.1687217984618,924.775188817951,20230.0666421819,1433.284126730511,953.201930791144,678.9730368021953,611.0439843921745,435.05214348267623,820.8593672864396,15980.37650397999,699.1151029215202,786.3557156447879,614.5410878849312,620.5433184498207,467.30003780503284,777.9324806795101,17467.14717021505,697.9440062944295,814.4531375138143,655.52590546707,670.2033313776882,482.6293313881422,843.0166517458184,15553.600534678912,535.427084968638,643.1958736376195,599.8910428838112,658.5252560450268,483.36116360289725,939.8978470960274,26035.87820988501,857.5685238418458,1001.2773556294802,921.0205567312574,1046.7753804144265,832.3694736353792,1625.7145551859319,16055.039086208184,792.7565086842892,813.1281243869474,597.1677816024493,498.0886462492533,392.1805627023596,720.8457805637694,36971.60573137694,979.8634122942802,1092.0238659946237,1779.0314071408304,1367.5790799159947,828.6868209740891,1494.502204780466,23764.521965818403,1125.8537450201613,1117.239502537709,958.9391193783603,830.7714583094385,575.9118212346924,1075.8668331317203,21614.34596792115,711.7369083773896,800.7255994082287,892.0688530518219,827.8540811305257,618.7778635495073,1194.8713837066905,32381.293849341397,1121.399560100433,1247.2748025619774,1408.4578479047193,1242.1520258408007,840.8581047711319,1412.4397116621865,25334.034370177716,1288.208753361335,1089.4072357239395,974.4821625175479,947.1011632205795,664.4148235696684,1202.7514557235663,21089.988913654423,754.2044497576911,938.2532805686229,832.0220905589158,774.6463748129481,624.7554326657706,1089.4307364620668,24120.749023297492,920.517690228868,992.798262665024,965.9515997845729,885.6046234871565,634.0069206123059,1076.7499470437576,25870.39525774343,1330.9534077904718,1075.7834951164875,975.9221084987306,1059.187966834304,748.3587007104989,1235.1628908751493
2021_3분기,33613.73118202808,3404.5550538213115,1510.6493905719833,928.2659525769117,806.5000685875897,570.7741642327509,951.5816382265531,18892.69077100956,1308.4114120392771,931.6125062014636,635.5097482683692,580.2218402370819,416.7866035468937,770.0225705951315,15745.374585637694,679.5351635312127,763.5798156735364,598.605447464531,616.533003025687,463.9030200884857,756.3911212134111,18807.97096355884,759.4076646322432,879.7282514243578,706.4998422632915,737.9258368514785,514.4046309274194,912.1278861499401,15227.562024822284,523.1125569422044,632.1312973603643,573.9933162152778,647.1830374115143,466.370091578181,910.983716087963,25220.983996539726,845.3866281761499,964.0077271699523,892.5652570870669,1048.6456376825718,826.6508648719386,1583.4768637343193,14855.967888354242,730.7656618100358,774.7154182986111,573.7311764471327,478.3496738732079,366.84724391950414,680.9261948043608,36176.07579742831,982.1803334173387,1056.1819875186677,1753.079291539352,1362.322759971625,799.2526526538231,1442.3662311051376,24965.362550135902,1159.0348402624702,1184.6117522237157,1021.6950496860067,886.4216598883662,605.3285266591995,1132.2311983953107,21440.08630998805,707.1965263209378,790.3951494974611,888.1503411178314,815.2286331925776,608.4014776646505,1201.0288430316607,30279.02384457587,1050.446135823626,1175.776357872237,1300.0181354831245,1172.3131752083334,783.9879998439368,1338.5308091487457,24390.346833000298,1221.7539667376047,1065.71399468862,951.9375284128583,927.3539242547789,653.9315581432944,1171.428852442503,21476.93971614845,765.0814311928763,948.3997601019265,857.7779310622013,787.9817705689965,645.7910996733124,1118.4744772476104,23820.654056642772,903.3437047498506,982.6950802019861,956.9035388776882,892.5105661208185,632.0978869967145,1088.5018909968637,23358.18455776882,1145.2998770530914,966.5264650593639,882.5161830428614,980.7671201355288,683.4898677154271,1158.393539510902
2021_4분기,36499.92816975508,3849.3471269399647,1575.8510538724613,971.8942906810036,847.1989814262246,582.2256760517473,983.2126952105733,18953.114523073473,1351.7901913888888,916.3839724271953,636.3956680865441,572.1728080204599,407.6085292174433,775.2846639493728,15332.014235624252,661.9623324574372,746.7469935024641,588.5556641031959,600.0820075735513,449.0302026064068,721.5837700821386,19331.764410297194,787.4116085592144,912.5422380081392,729.1157884479541,752.2092689575866,519.1716096180556,963.2073430398746,15094.625893551374,509.8398434378734,634.356424266353,574.213660817279,634.548244436604,459.0335963724612,909.9600555488352,25015.547809307045,819.9497954118132,944.7119166745073,880.5038750186678,1038.0603022636649,825.8920380365144,1599.7214570295698,15131.94973277927,758.7937405029121,773.0234787899493,578.0484939150239,484.68354719720725,356.3324428685036,687.21840255227,36505.508413296,970.8897994250298,1053.0204932138588,1754.1789774824522,1360.3554105339008,794.8534318806004,1443.2262663649938,25746.035414950715,1195.9621706600954,1222.3850017932348,1056.2793941341847,909.6181906712964,613.4880609147252,1142.9024705062723,21090.5042429316,690.7723504816308,754.2758695527181,891.5900936200716,799.1552607019115,600.7374985192654,1174.9589570064218,29944.812434607225,1025.6367083949372,1163.983367639262,1282.879652679585,1169.5228374757319,776.7524788153374,1297.955532193847,24718.68930420102,1272.5582173491637,1090.0834689086769,954.6364492783005,922.3466986006571,645.1002932750897,1128.5806422640383,21389.08791907258,744.7733516655467,944.5347556477749,863.215961808169,784.3038179719236,637.231870384558,1092.255379006123,23316.579095007462,884.2731260061978,953.9496348715651,932.4654000253882,871.8416317320042,614.6060223125746,1053.1719853367683,24282.36043553315,1212.4858258247461,1034.1943430137396,921.9621371367234,1005.7067657773299,693.129781852972,1158.15670703405
2022_1분기,37453.78017383833,3883.609760703485,1627.685205874776,996.9770853158602,853.128591783474,581.6522878668235,1058.631605531554,18820.773549033536,1325.3655137932828,935.5508399749584,635.939008189324,575.0901397645449,410.468022671851,751.1852133912571,15506.618469518051,657.7526765260976,759.506382080053,595.011181030786,590.709922547043,447.8098639644938,733.5778998863926,19352.06352262705,784.254513715678,913.9058013380856,728.0018040370584,750.2752717261905,513.1651938532067,983.8482378656234,15477.181594868473,523.4898592085893,656.8572521937404,602.151352468558,643.6651851318485,464.21210926579306,924.2963025793651,25795.669617437918,846.801882126456,977.7591585805493,905.1162996715789,1081.9063043366775,873.2323207457276,1677.627536764753,15142.756346737391,757.5683031141992,775.0576248207885,577.6732531518018,493.9842134424603,354.8699833557348,693.2970485575075,36202.69643485022,972.7782817292306,1048.4714661614344,1764.5998615583396,1369.579758000912,799.4105897301428,1436.0962804115463,26266.887711680745,1239.0937900685647,1253.522803144601,1081.519955123528,938.9472145829332,625.4429098510304,1161.100414987359,21371.9559062468,706.3831329673098,770.6661419594853,907.2358946352566,813.1098389360919,617.8801543478783,1179.2006636544738,30110.24547529442,1019.0300731374806,1150.6692645389305,1299.9390145193292,1180.5190774577575,786.9856306619623,1290.7605507096453,25060.16015296179,1262.9566876520098,1124.5149970562115,976.4657483362935,926.3379160578278,660.1582486099111,1112.3241542970748,21656.941506781233,755.9076601546499,961.7556381076389,880.7635915022562,782.3846623175883,643.3909614779345,1110.4556420194892,23431.4741078485,878.1535045026882,952.916002874584,929.395185453469,882.863216061828,618.4161831833237,1093.8579885056643,24364.87642633288,1204.9426715961822,1022.0326050579238,929.5623117891545,1011.9081130656363,702.8427406133993,1148.4921071092551
2022_2분기,41739.574377697136,4509.18547957624,1712.9263349451167,1051.5092893869476,903.1399252736709,598.6434330820639,1078.1926946692054,19872.4506733408,1480.494298888142,960.4557254704301,657.3286768776135,572.9696168365442,411.77058133101855,756.1365872565711,14973.642828667862,635.8712471714456,737.2133331410542,585.9542237268519,588.4101779853644,433.88798071572575,734.9612360946834,18836.517535922936,748.9237036525537,863.6183161368726,725.7243885229988,736.6763133624551,502.52935457101256,964.4726622819594,15301.885762688173,517.5514583146655,654.0547176627838,592.7178056966846,647.0142170878136,460.15323806339603,929.99410687724,25245.59802078853,789.3073627886051,929.739734640457,873.883453514785,1024.4171981604688,831.6585816356782,1624.8588085819893,16995.034839596778,846.4590046613649,838.8766176653971,617.4979036939964,518.6569496624851,375.7267937895758,729.7318712402927,36617.15394637097,960.0496344545251,1053.2165134150985,1759.2720771721924,1360.2637569914875,803.1030185566009,1452.4880977389487,26723.318525618277,1255.173950018668,1231.9675663549133,1091.1142801889189,945.7991317181899,627.6765944687127,1173.8644935603345,21354.535630038827,698.3081365389785,773.9605648435632,901.0523618776136,797.607958928838,611.786132958856,1192.0168550948329,30068.56909173686,1029.6440694190562,1161.9680377094535,1315.1105100985662,1189.1965500343488,797.7142989583334,1315.2236413926223,25275.21391439217,1289.6489796516578,1112.3172669575122,977.6788578535693,907.3145755032856,657.2636298962067,1109.2966758094385,20826.213676353047,713.2186861981032,896.1396222897998,856.8291346841397,742.9150311081243,598.0262199667712,1076.5448897259557,23812.728403902325,916.5500799227151,948.6993553718639,927.5414559038978,873.2540410872161,604.9545346348567,1113.4457977023596,26376.479733342294,1464.6956516685334,1097.0601754782708,969.7244184591547,1022.6432239068099,716.4857761742084,1179.9331666308244
